PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
239,0.085707,-0.279097,0.00046,-1.127257,0.181783,-1.113536,0.157527,-1.11238,0.623671,-1.33721,A
240,-0.047528,0.271434,0.246839,-0.390246,0.261718,-0.656964,0.512228,0.855992,0.261886,-0.387322,A
241,-0.121609,0.117698,5.497666,1.851345,-1.421053,1.825247,0.050691,-0.299075,-0.732849,1.978821,A
242,0.083348,0.148715,-0.022621,0.160897,0.261718,0.271345,0.233859,-0.162418,-0.091648,0.339658,F
243,-0.334169,-0.173773,0.343467,0.423009,0.232838,1.536517,0.218358,-0.452517,0.285964,1.363608,A
244,0.240483,-0.174207,0.369276,-0.758157,0.261718,-1.115321,0.120447,-0.483241,-0.363454,-0.758562,F
245,0.09466,-0.377419,0.348475,-0.417756,0.229589,-0.294406,0.480668,-0.698909,-0.530742,-0.361775,F
246,0.117726,-0.206869,0.267552,0.761103,-1.360398,1.097749,0.620828,0.484338,-0.109455,0.678157,A
247,0.086371,-0.009207,0.211254,0.609701,-1.076776,-0.228475,0.248121,-0.504594,-1.281731,-0.363069,A
248,-0.002494,0.127174,-0.202242,-0.587124,-1.287316,1.323324,0.340134,0.067327,0.214718,1.678976,A
249,-0.267359,-0.031001,0.382402,1.296745,0.261718,0.672066,0.015413,0.348315,0.58693,0.57991,A
250,-0.093228,-0.529837,0.419331,0.581423,0.162807,-0.342006,0.079262,1.28987,0.304219,-0.185641,F
251,0.211588,0.476123,0.312979,-0.878781,0.261718,-1.005071,0.302183,-0.558616,0.070411,-0.877977,F
252,-0.011017,-0.254688,0.427921,-0.168915,0.262988,0.134037,0.276451,-0.710752,0.275782,0.300522,A
253,0.373246,0.041896,-3.193581,-2.642885,0.105101,0.307067,0.082061,-2.463655,-1.071176,0.468698,A
254,-0.008131,-0.336976,0.420869,-0.178412,0.250886,-0.70745,-0.062848,-0.669096,-1.032453,-0.699037,A
255,0.003272,-0.082006,0.032086,0.29022,0.181067,1.008356,0.15942,-0.078966,-0.435396,1.136827,F
256,-3.490264,-0.136381,0.427148,-1.502894,-4.921788,-1.775427,-0.209647,0.348692,-3.057573,-1.152617,A
257,-0.208461,0.071277,0.697939,0.95732,0.589046,-0.679597,-1.354771,1.501001,2.412686,0.309793,Y
258,0.057472,-0.388045,0.140429,-1.570564,0.250023,-0.382396,-0.080622,-0.817148,-0.543583,-0.269998,A
259,0.045694,-0.689294,0.109194,1.234166,0.251462,0.390846,0.129088,0.768428,0.42263,0.45707,A
260,0.432866,2.746658,0.071164,-1.342504,0.235591,-0.5979,0.582382,0.19371,0.033815,-0.487693,A
261,-0.434843,0.005191,0.413681,0.59379,0.184303,0.419275,0.020468,1.558477,1.098101,-0.332826,E
262,-0.115626,0.514201,0.04404,-0.041048,0.261718,-0.673214,-0.028401,0.751264,0.796743,-0.516014,A
263,0.540835,0.018261,-0.101959,0.778863,0.948329,-0.010733,-1.666014,0.157827,0.656155,2.517104,I
264,0.118564,0.33367,0.106152,0.443912,0.250524,1.339326,0.690707,-0.069654,-0.194095,0.715849,A
265,0.282646,0.506166,0.174653,0.191549,0.261718,-0.343543,0.54828,0.082799,0.006619,-0.377282,F
266,-0.396855,0.538657,-3.210528,-0.736494,0.247054,4.871691,1.084878,-2.300151,-2.370168,3.28464,A
267,0.236561,0.54479,0.32172,0.442213,0.261718,-0.095712,0.634706,0.313583,-0.205723,0.072473,G
268,0.321135,-0.374457,0.375677,0.618811,0.262175,-0.78624,0.08611,0.810526,-0.191785,-0.330923,A
269,0.055651,-0.338044,-0.106031,0.220265,0.261718,-0.849299,0.275945,0.443904,0.326254,-0.703195,A
270,-0.135072,0.844825,0.131995,0.147653,0.262792,0.454793,0.397493,0.35982,0.28904,-0.145406,G
271,0.24746,0.402025,-0.071889,-0.946155,0.245111,-0.978808,-0.127871,-0.418348,0.012687,-0.707623,G
272,0.110198,0.299607,0.171441,-0.219421,0.261718,-1.108741,0.084486,0.196545,-0.219347,-0.898199,A
273,-0.271673,0.051642,0.584901,1.034137,0.532872,0.8818,-1.362892,-0.17922,1.123805,0.902979,Y
274,-3.498799,17.618418,0.045564,0.450782,-4.922215,-1.510349,0.107121,1.581912,-1.525194,-1.481276,C
275,0.017939,0.488436,0.152641,-0.179439,0.261718,1.162266,0.605448,-1.900181,-0.543947,1.164476,E
276,0.015844,0.34507,-3.210528,-1.136033,-0.721442,-0.544182,0.557143,0.145528,0.566269,-0.393567,A
277,0.030455,0.375518,0.2757,-0.20184,-1.163923,2.164234,0.35734,-1.32609,-1.546214,2.148499,G
278,-0.072417,0.731671,0.041904,0.480281,0.248794,-0.523201,0.402068,0.882652,0.022174,-0.346521,F
279,-0.062266,-0.165063,0.314064,-1.662207,0.261718,-0.356068,0.224759,-0.292948,-0.604881,0.151044,F
280,-0.141331,9.807899,0.020544,0.586212,-1.078955,1.173725,0.05552,0.328368,0.006578,0.54962,F
281,-0.218482,-1.315412,0.473504,0.963357,0.537454,-0.425329,-0.956527,-0.145807,1.54267,-0.758026,X
282,0.171126,-0.296148,-0.013292,0.58108,0.152106,-0.59146,0.174023,0.742186,-2.282651,-0.660743,A
283,-0.17141,-0.010291,-2.139361,-0.179791,0.254082,-1.165637,0.399845,1.463103,0.71783,-1.165161,E
284,0.020039,0.388662,0.043166,-0.201212,0.236554,-1.086914,0.3745,0.51648,0.886531,-0.867894,G
285,0.214072,0.107284,0.340171,0.65673,0.184078,0.474748,0.271564,0.456885,-0.05818,0.350307,A
286,0.264051,-0.358278,-3.209868,-2.199299,0.351096,-1.059288,-0.034202,0.119773,-0.958708,-0.20123,F
287,0.043166,0.16413,0.55356,-2.164851,0.266323,-1.432881,0.854393,-2.533916,-0.100146,-1.099214,H
288,0.213885,0.672883,0.03133,-0.953708,-0.256485,-2.677104,-2.58222,1.336645,-2.04436,-2.54467,A
289,0.249439,-0.066095,0.234613,-0.226886,0.261718,-0.580642,-0.030263,0.688974,-0.031689,-0.761051,F
290,-0.139845,0.027097,0.15421,0.850397,0.264689,0.69154,0.08535,0.038801,-0.176213,0.84312,A
291,0.207356,-0.165515,0.274064,-1.294023,0.173774,-0.864834,0.396732,0.001719,-0.564229,-0.542347,F
292,-0.051096,-0.718639,0.45063,0.199047,0.261718,1.936223,0.374834,-1.282969,-0.234964,1.297895,A
293,0.820992,-0.204057,0.476293,0.863449,0.878405,-1.404952,-1.471542,-1.503595,-0.521551,-0.524558,Y
294,-0.592085,-0.354358,-3.196204,0.347459,0.261718,0.662879,0.004169,0.703762,0.894104,0.695282,E
295,0.592608,-0.050343,0.123003,-0.357271,0.88853,-1.978869,-1.018637,-1.007343,1.518299,-1.029276,I
296,-3.498799,0.614106,0.070844,0.317546,-4.922215,-0.461095,0.294693,0.825729,-2.150943,-0.49676,A
297,-0.557291,0.340723,0.326347,0.765897,0.262531,0.583453,0.397894,0.580946,0.677782,0.354679,E
298,0.332794,0.423736,-0.025639,-0.409917,0.231277,-0.568553,0.25425,1.398209,0.215235,-0.668929,G
299,0.035828,-1.09391,-3.210528,-0.833561,0.265022,3.283947,0.658857,-1.402126,-0.918784,2.30993,A
300,-0.065493,0.228076,0.014867,0.209934,0.261718,0.428303,0.254513,-0.026505,0.151308,0.388965,F
301,-2.195603,-0.341694,0.343689,0.034676,-1.712603,-0.223278,-0.145744,-1.283419,-0.326101,1.332907,A
302,-0.303117,0.351301,0.389505,0.602832,-1.357577,1.010938,-0.159032,-0.108763,-0.329952,0.880426,A
303,0.003638,0.366172,-0.117112,1.638758,-0.561278,1.45776,0.298768,0.337027,0.904724,0.68088,F
304,-0.416792,0.042278,0.292019,0.623936,0.179028,-0.227623,0.144019,1.998669,1.134645,-0.138143,E
305,0.267821,-0.14426,0.361782,-1.145552,0.246208,-0.280364,0.098202,1.569634,0.483106,-0.156203,A
306,-0.130188,0.371734,0.211255,1.291124,0.253394,0.44282,0.29542,0.284684,-0.560862,0.394131,A
307,0.177896,0.273915,0.217327,0.041764,0.164667,-0.66125,0.535602,0.674298,0.006732,-0.559837,A
308,1.188969,0.220353,-0.019084,0.365164,0.166999,0.271175,0.340243,0.264367,-0.949844,0.607563,A
309,-0.214759,-0.097301,0.708611,0.990239,0.625905,-2.201947,0.912345,-1.610598,-0.708611,-0.518608,Y
310,0.875204,-0.324805,0.016464,-1.850489,0.976743,-1.763171,-0.968843,-1.64698,0.057693,-1.130856,I
311,-0.170042,0.335305,-0.149056,0.248518,0.078501,1.02065,0.974459,0.48752,0.17839,0.426941,F
312,-0.325904,-0.104231,0.581844,2.116324,0.264422,0.001368,-1.020735,1.996808,1.972843,1.011426,X
313,3.699318,0.364168,0.172189,-2.697584,0.261718,0.283596,0.246547,1.71711,-0.191974,-1.15266,F
314,-0.01307,-0.141934,0.458888,-0.17633,0.235387,-0.753535,-0.087251,-0.702732,-0.50752,-0.543568,F
315,-0.193357,-0.063993,0.335239,-0.197139,0.231877,-1.065613,1.133585,-1.025418,-0.240228,-1.148196,F
316,-0.009866,0.681622,5.095052,-0.102012,-1.275276,0.31897,0.377262,0.897671,0.815343,0.241393,G
317,-0.136159,-0.065745,0.11755,1.322445,0.25042,0.676431,0.350123,-0.146841,-0.189379,0.643828,A
318,0.334101,0.096923,0.394985,0.826527,0.238838,0.24813,0.136613,0.606479,-0.227769,0.047427,A
319,-0.109192,-0.002804,0.272737,0.55443,0.165317,0.859731,0.114997,-0.455,-0.613758,0.51161,F
320,0.0737,-0.030456,0.044948,0.370846,0.152251,-2.669973,0.360329,-2.894384,-3.711834,-2.286659,A
321,-3.468079,-0.200203,-3.183724,-3.452844,-3.037499,-1.063815,0.336002,2.370787,0.469951,-1.228815,E
322,-0.282774,-0.089947,0.269177,0.445128,0.151348,1.187148,-0.123004,-0.117519,0.572492,1.182812,E
323,-0.031265,0.180413,0.267623,0.508994,0.23202,0.645614,0.787042,0.531778,0.068401,0.371321,F
324,-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.031831,0.27158,1.792395,1.653664,2.037642,X
325,0.004813,0.518879,0.281929,-0.070724,0.25267,-0.094483,0.168314,-0.368392,0.035817,-0.231563,F
326,-0.002686,0.555187,0.133652,-0.195282,0.236124,-0.568491,0.215805,0.488899,0.835073,-0.961953,G
327,0.288036,-0.352607,0.294322,-0.421368,-1.052626,-0.849841,0.235516,-0.237469,0.12627,-0.973251,A
328,-0.589744,0.003238,0.35691,0.218747,0.249793,1.489151,-0.130596,-1.033383,0.689108,1.192645,E
329,0.092447,-0.324641,0.225647,-0.343632,0.234086,0.362251,0.52986,0.20356,0.576141,0.233708,A
330,0.163995,-0.312402,0.490456,-0.069737,0.161305,-0.146347,0.507527,0.371655,-0.375392,-0.128741,E
331,-0.062672,0.086102,0.217767,1.191946,-1.26513,-0.39552,0.227048,1.202769,0.505362,-0.35023,E
332,-0.107933,0.093671,0.15533,-0.16864,0.241422,0.301518,0.408806,-0.408317,0.090188,0.202989,A
333,0.255615,0.510029,0.087789,1.075302,0.261718,0.554372,0.606637,0.58948,-0.411217,0.880104,A
334,0.17367,0.059129,0.1223,-1.128919,0.175025,-1.064092,0.190261,-1.894176,-2.735019,-0.756004,E
335,0.000552,1.012483,0.093932,0.607349,0.236001,0.481529,0.152489,0.381696,0.134176,-0.150936,A
336,0.031352,-0.079433,0.33645,-0.087666,0.154725,0.505592,0.409408,-0.375499,-0.224371,0.367845,F
337,0.566868,-0.11159,0.144734,-1.040851,0.976743,-1.297995,-1.68386,-1.371905,0.438796,-0.17626,I
338,0.238725,0.402275,0.337232,-0.742882,0.261718,-1.455823,1.472948,-0.345786,-0.158065,-1.028031,F
339,0.247051,0.141727,0.116749,0.548665,0.187395,0.419778,-2.840907,0.226095,-1.157136,-1.784082,A
340,0.093143,0.14641,0.171366,-0.426565,0.261718,-1.334784,0.485289,0.208779,0.596054,-1.319809,H
341,-3.498799,0.568385,7.476885,0.678652,-4.922215,-0.09124,0.200301,0.321228,-2.149207,-0.017716,A
342,-0.363547,-0.220197,0.526518,1.878703,-1.288696,0.477749,-1.299357,0.666831,0.710603,1.648211,X
343,0.200677,-0.005092,0.372571,-0.307734,0.250251,-0.682456,-0.150059,0.454234,0.120894,-0.52349,A
344,0.098565,0.127661,0.292732,0.790719,0.248605,0.461141,-0.103984,0.950138,0.42972,0.55508,A
345,0.007811,-0.466415,0.082835,0.158437,0.261718,-0.24896,0.487693,0.65749,0.390754,-0.211258,A
346,-0.099275,-0.44438,0.459757,-1.141762,0.268,0.180609,0.091676,-0.294918,-0.125845,0.256148,A
347,0.35296,0.015129,0.289929,-0.141837,0.250746,-0.460702,0.675745,0.325755,-0.152141,-0.373724,F
348,-0.022152,-0.533648,0.564817,-2.232951,0.007633,0.079533,-0.140808,-0.401627,0.4412,-0.197983,D
349,-0.57144,0.061331,-1.645676,0.207596,0.230753,-0.058145,0.36035,0.899203,0.997863,0.043258,E
350,0.072847,0.277123,0.35001,0.145794,0.261718,0.863549,0.588483,-0.383651,0.021186,0.671446,E
351,0.056171,0.251489,0.367925,-0.430881,0.230311,-0.396941,0.564803,1.143562,0.095578,-0.579203,F
352,-3.498799,0.319855,0.224042,1.22287,-4.922215,0.46599,0.216265,1.350381,0.902389,-0.30348,X
353,0.046889,0.24032,0.048983,-0.031945,0.261718,-0.183726,0.145333,-0.100234,-0.61719,0.177728,A
354,0.625921,-0.488549,0.16017,0.738288,1.030223,-1.261959,-1.202106,1.992426,2.203388,-0.518815,I
355,0.030076,0.65599,0.279587,-1.396106,0.088869,-0.001903,0.10944,-0.480335,0.674987,0.17701,A
356,0.305235,-0.146014,0.274405,-1.321289,0.087726,-0.736347,0.084742,-1.581045,-1.801194,0.384661,A
357,0.244697,-0.353727,0.26571,0.273613,0.258769,-0.559211,0.240172,0.392858,0.01779,-0.196131,A
358,0.021599,1.009907,-0.06282,0.626395,0.263754,-0.486479,0.063613,0.568478,-0.122901,-0.176191,A
359,0.025823,0.642516,-0.116971,0.01033,0.252352,-0.367689,0.57175,0.969293,0.603474,-0.609775,G
360,0.005326,-0.280945,0.569637,1.655178,-0.177314,0.461154,0.118618,1.318399,1.590663,0.753353,X
361,-0.361084,-0.675151,-0.012458,-1.723804,-0.192215,-1.796365,0.184106,-1.712331,-0.545729,-0.633941,F
362,0.892633,-0.291826,0.042543,-1.85919,0.976743,-1.928364,-1.069733,-1.654092,-0.537543,-1.039878,I
363,0.11998,-0.358876,0.327952,-0.046465,0.235796,-0.624922,0.167724,-0.473666,-0.239136,-0.968563,G
364,-0.002713,0.241697,-0.083851,-0.035021,0.265785,-0.256134,-0.236001,-0.444474,-0.227144,-0.004673,A
365,-0.066148,0.185963,0.229083,-1.204583,0.261718,-0.086242,0.198855,1.326616,0.574825,0.000223,E
366,0.845456,-0.069035,-0.05318,0.958348,0.261718,0.472044,0.07628,0.684693,-0.011897,0.111639,A
367,0.207538,0.131426,0.233444,-0.233974,0.261718,-0.77224,0.273471,0.291012,0.33369,-0.786938,A
368,-0.007196,0.008714,0.029685,-0.178847,0.254936,-0.959027,0.480552,-0.503206,0.423641,-1.057947,F
369,-3.498799,-0.184574,0.502701,1.223147,-4.922215,0.858577,-1.1975,2.216646,1.237316,0.665626,W
370,0.201497,0.295368,0.018093,0.276335,0.24027,0.077728,-2.719074,0.371118,-0.370633,-1.767988,A
371,0.930021,0.088667,0.148665,0.583856,0.154828,0.080319,0.397754,-0.141637,-0.719864,-0.257367,A
372,-3.497165,0.609775,5.21046,-1.629653,-4.883808,-2.295713,-11.9175,-2.694328,-3.278633,-6.708265,A
373,0.149595,0.409279,0.11049,0.426474,-0.917954,-0.385527,0.44959,0.749195,-1.455862,-1.536052,F
374,0.002889,0.36782,0.500549,1.68037,0.258353,2.677168,0.548009,-0.48099,-0.289721,2.347471,A
375,0.077001,-0.216449,0.232106,-0.702369,0.261718,-0.080998,0.327044,0.193815,0.162688,-0.204549,F
376,0.019085,-0.472081,0.301769,-0.055119,0.261718,-0.328691,0.298436,0.26663,-0.119095,-0.045725,F
377,-0.124488,-0.20736,0.32438,1.364889,0.183148,1.009876,0.154025,0.818408,1.686888,0.775132,X
378,-0.084489,0.215052,0.326081,0.728316,0.160036,0.400118,0.141072,1.831151,1.236141,0.595363,X
379,0.348353,0.023336,0.11424,0.267597,0.241511,0.207042,0.809227,0.0885,0.022953,-0.15559,A
380,-0.287425,-0.298527,0.120445,-0.196327,0.157973,1.354882,0.723519,-0.744665,-0.192887,1.921377,A
381,-0.01393,-0.304104,0.285887,0.317159,0.261718,0.299348,0.22919,0.12557,-0.132331,0.403234,F
382,-0.034523,-0.408225,0.268057,1.382968,0.260201,0.956464,0.396171,-1.071359,-1.15831,0.732068,A
383,0.014442,0.607484,0.029763,1.120233,0.253509,0.379678,-0.077728,0.844813,0.428009,0.436892,A
384,-0.117525,-0.016091,0.130957,0.995953,0.949737,-1.364617,-1.463732,-0.111317,-0.490988,0.382395,I
385,0.003025,-0.9506,0.024949,-0.019893,0.261718,-0.370897,-0.025393,0.15419,0.116587,-0.512585,A
386,-0.545029,0.31795,0.31951,0.760732,0.24547,0.31765,0.108736,1.166978,0.9259,0.127757,E
387,0.208175,0.213667,0.340995,0.287148,0.252992,0.241642,-2.612243,0.435498,0.11958,-1.442852,A
388,0.039193,-0.384236,-0.010943,-0.617098,-0.923051,0.62194,0.322058,-1.028617,-0.322702,-0.080107,G
389,-0.013809,0.033834,0.370437,1.209167,0.182176,0.89792,0.132551,0.588269,1.93253,0.828109,X
390,0.056495,0.002634,0.43484,-1.067044,0.261718,0.27338,-0.030064,0.5476,0.172054,0.286576,A
391,-0.137263,0.681389,0.298834,0.597479,0.23692,0.060364,0.054829,0.826534,0.138779,-0.465836,A
392,0.005427,0.210771,0.386374,0.870858,0.246486,1.372154,0.121712,0.368191,0.04077,1.205114,A
393,-0.3135,0.066554,-1.681585,0.340635,0.246681,0.482721,0.563815,1.264201,0.853723,0.798786,E
394,0.024249,0.035196,0.346466,-0.115168,0.261718,-0.333448,0.104112,0.277591,-0.001767,0.029604,F
395,-3.498799,0.083671,-2.487576,-0.262434,-4.922215,-0.134145,0.250983,0.258529,0.183842,0.619072,A
396,0.130292,0.870736,-3.210528,0.062493,0.261718,0.425309,0.162623,1.008881,0.195395,0.62777,A
397,0.250361,0.100279,0.112363,0.713452,0.231441,-0.074158,0.321977,0.46578,-0.206322,-0.214361,A
398,-0.221633,0.124197,0.001133,0.206009,0.232343,0.235536,0.211627,0.195344,0.035741,0.150485,A
399,0.388453,-0.012129,0.184657,1.307338,0.949555,-2.146041,-1.307754,-2.960299,-3.119506,-1.45624,I
400,0.029693,0.449256,0.080551,0.617816,0.258809,0.005448,0.085079,0.365835,0.125927,-0.093174,F
401,-0.042163,0.313365,0.168362,-0.751081,0.250553,1.612988,0.786162,-1.110474,-0.536926,1.231149,H
402,0.208797,0.65537,0.039854,-0.976382,-0.262727,-2.863854,-2.589215,1.32894,-1.641809,-3.61564,A
403,-0.151126,-0.217295,0.39048,1.976256,0.601055,1.86974,-1.177162,0.010492,0.355749,3.223353,Y
404,-0.190889,0.367961,-0.119027,0.561884,0.243986,0.546657,0.835202,0.610289,0.589933,-0.023887,A
405,-0.262245,0.077595,0.583857,0.896819,0.614202,-0.427615,-1.712703,0.928914,2.218699,0.781782,X
406,-0.194227,-0.585977,0.286576,0.69898,0.257614,-0.028767,0.320775,0.508501,1.019218,0.123036,E
407,-0.015163,-0.065235,0.198679,0.603694,-0.992883,0.037454,0.900085,1.114776,0.416009,0.48099,A
408,-2.532733,-0.370246,-2.359607,-0.752753,0.17234,-0.313791,-3.183445,-0.570359,0.279575,-0.368064,F
409,-0.094765,-0.381615,0.195689,-0.142464,0.261718,1.527047,0.928341,-2.428699,-1.412813,1.175366,E
410,-0.306853,-0.481906,0.433591,0.74372,0.26536,1.558685,0.384324,-0.799964,-0.188894,0.986283,E
411,0.046492,-0.113663,0.303105,-0.634982,0.179629,-0.067561,-0.03324,-1.819791,-0.538259,-0.378165,F
412,0.798128,-0.344488,0.054109,-0.349997,0.948652,-0.644703,-0.529982,-0.272989,1.475504,-0.039633,I
413,0.062853,0.081672,0.037314,0.564678,0.179124,1.258936,0.161227,-0.098427,-0.115833,0.928847,H
414,-0.343995,0.74294,0.404678,-1.715863,-0.175481,-1.32389,0.110672,-1.616771,-0.553361,-1.317467,E
415,-0.09807,-0.325538,0.032116,-0.394363,0.261718,0.42659,0.214396,-0.556678,0.684023,0.266251,H
416,0.042309,-0.34267,0.305786,-2.434533,0.231327,-0.874447,0.121324,-1.105438,0.246457,-0.650246,A
417,0.002836,0.021736,-0.369405,0.960772,0.088132,0.556928,0.333001,0.039456,-0.189857,0.860214,A
418,0.225974,0.602451,-0.031505,0.085493,0.232223,-0.958819,1.003418,0.685658,-0.143151,-0.629959,A
419,-0.006718,0.099145,-0.011056,0.036542,0.164322,-0.346108,0.171197,0.567099,0.592766,-0.622486,A
420,-3.498799,17.631499,0.043575,0.433904,-4.922215,-1.515675,0.960879,1.579159,-2.948493,-1.342415,C
421,0.431014,0.189506,0.365492,-1.188514,0.230819,1.172847,0.412948,0.535618,0.309771,1.099958,F
422,-0.033801,-0.016851,0.164617,-0.407051,0.244612,-0.807851,0.117521,0.110904,0.020141,-0.717893,F
423,0.036955,0.050738,0.335138,-0.040609,0.243933,-0.589535,0.151369,0.492803,0.874504,-0.386942,H
424,0.009103,-0.356673,0.043216,-0.32937,0.266899,-0.886593,-2.741719,-0.672272,-0.444156,-2.244553,H
425,0.105813,0.029004,0.019347,-0.391204,0.255386,-1.162574,0.16444,-0.120027,0.881679,-1.24394,H
426,-3.498799,0.53734,-0.068349,-5.404576,-0.460434,-0.985759,0.176102,-1.47912,-2.522997,-0.587563,A
427,0.037676,-0.197892,0.457076,1.426424,0.177687,-0.427756,0.385475,1.499472,0.678481,0.111001,A
428,0.306933,0.184071,0.446991,1.528113,0.096742,-0.243007,0.249849,1.075824,0.581619,0.59412,A
429,0.003291,-0.19362,0.3666,1.755453,0.245044,0.766643,0.069229,0.495362,0.329905,0.576264,A
430,0.177428,0.380939,0.335222,-0.272712,0.235226,-0.837259,-2.576728,-0.334356,-0.088546,-2.217799,G
431,0.049296,0.64516,0.173197,0.953567,0.228915,0.470969,0.255459,1.116065,-0.001415,0.22291,F
432,0.021316,-0.130055,0.382798,0.768747,0.260107,1.153756,0.568218,0.072363,0.721434,1.19903,A
433,-0.098954,-0.359396,0.401792,-1.101529,0.151681,-0.021855,0.082412,-0.883198,0.935484,0.64571,G
434,-0.175011,-0.594978,-0.119962,0.168546,0.175588,0.118801,-0.387195,-0.413787,-0.844044,-0.000867,A
435,0.238156,-0.126065,0.234899,-1.079467,0.166656,-0.87195,0.203123,-0.538744,0.959381,-0.459364,F
436,0.387983,0.053321,0.182265,-1.073048,0.266337,-0.672593,0.215406,0.274253,0.388709,-0.361296,E
437,0.138379,-0.214166,0.285784,0.583492,0.249684,1.007452,-0.139177,-0.413719,0.026952,0.811996,A
438,0.001652,-0.06561,0.27112,2.784918,-0.565506,1.95093,0.011872,1.778492,1.454335,1.448431,A
439,0.333075,0.535764,0.39112,1.081709,0.262908,0.996498,-0.030843,0.562161,0.445026,0.838093,A
440,0.149966,0.07523,0.401838,0.579552,-1.130542,0.132448,0.329878,0.530286,0.539084,0.029602,A
441,-0.313787,-0.021854,0.337384,1.766019,0.239906,0.389648,0.017568,0.876154,0.315174,0.349704,E
442,-0.017277,0.393441,0.04028,0.298211,0.162488,0.069028,0.4124,0.390521,0.201559,0.181724,A
443,-0.024548,-0.059782,0.28287,-0.854705,0.187678,2.09984,1.151226,-0.041456,-0.094063,1.254409,A
444,0.005773,-0.297503,0.318907,0.5644,0.267065,0.621137,0.114351,0.02829,-0.148587,0.338771,F
445,0.002884,0.390373,-0.028605,-0.509989,0.261718,0.51781,0.384256,-0.057547,0.238656,-0.311211,E
446,-0.216907,-0.10188,0.230585,-0.021486,0.253452,-0.106268,0.241692,0.158409,0.381892,0.089048,D
447,0.014148,0.268937,-3.210549,-0.398596,0.261718,-0.327563,-0.270837,0.71456,-0.045492,-0.689357,A
448,-0.265042,-0.133274,0.087268,0.306119,0.244322,-0.714171,0.205826,0.995834,0.106057,-0.644153,E
449,-0.312327,0.357704,0.218669,-0.08611,0.245825,-0.102601,0.396882,-0.223936,0.676038,-0.089831,E
450,0.552733,-0.316098,0.120852,-0.609789,0.976743,-0.510135,-1.069241,-1.108115,0.634861,0.408127,I
451,0.373004,0.159715,0.221775,-1.094787,0.229441,-0.011566,0.144288,0.798179,-0.089239,0.028468,F
452,-3.498799,-0.824572,-0.065801,1.210182,-0.459569,1.008973,0.711824,0.55483,0.580889,0.177201,X
453,0.877125,-0.266792,0.017631,-1.859016,0.976743,-1.631268,-0.998996,-0.665335,0.068522,-0.336736,I
454,0.25419,-0.322144,0.00175,0.267582,0.239783,-0.644564,0.453542,1.090073,0.595435,-0.622283,G
455,-0.586654,-0.068994,0.356788,0.201775,0.243512,1.720559,0.429768,-0.571905,0.468827,1.472294,E
456,-0.19493,-0.035149,0.361224,-0.105597,0.099048,-0.225966,-0.11118,-0.943162,-1.641984,0.443435,A
