Color,fixed acidity2,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
White,7.6,0.22,0.32,1.17,0.059,65.0,167.0,0.992009,3.03,0.43,10.0,6
White,5.9,0.26,0.25,17.62,0.116,53.0,119.0,0.994983,3.21,0.41,9.5,6
White,6.2,0.21,0.25,14.4,0.044,33.0,212.0,0.998625,2.96,0.53,9.2,8
White,6.5,0.22,0.18,16.42,0.044,22.0,179.0,0.995687,3.12,0.29,9.4,6
White,7.4,0.23,0.22,5.16,0.051,40.0,175.0,0.996283,3.28,0.57,10.0,6
White,7.0,0.26,0.35,8.47,0.046,40.0,124.0,0.995716,3.2,0.62,12.6,5
Red,7.1,0.26,0.18,2.01,0.044,22.0,74.0,0.992909,3.49,0.51,11.8,5
White,8.0,0.28,0.12,8.75,0.043,81.0,100.0,0.992263,3.18,0.41,9.3,5
White,6.5,0.26,0.48,2.9,0.044,39.0,96.0,0.990247,3.22,0.42,9.3,6
White,7.3,0.35,0.57,1.58,0.056,59.0,119.0,0.99733,3.01,0.4,9.8,6
Red,7.1,0.69,0.05,3.22,0.112,12.0,13.0,0.994225,3.5,0.59,9.5,5
White,7.3,0.23,0.3,7.19,0.037,50.0,175.0,0.991151,3.08,0.34,10.4,7
White,6.4,0.28,0.38,1.72,0.037,17.0,99.0,0.989507,3.1,0.75,10.4,6
White,6.6,0.37,0.32,12.26,0.036,46.0,122.0,0.994865,3.22,0.53,9.0,6
White,7.5,0.26,0.42,7.74,0.032,40.0,91.0,0.992674,3.14,0.39,11.5,7
White,5.9,0.28,0.32,10.35,0.034,28.0,121.0,0.993661,3.06,0.62,13.0,6
White,7.0,0.31,0.32,11.36,0.04,18.0,139.0,0.993982,2.99,0.59,11.0,5
Red,6.9,0.65,0.07,1.73,0.079,7.0,18.0,0.997202,3.36,0.59,12.6,5
White,7.0,0.27,0.27,2.12,0.036,15.0,84.0,0.993161,2.99,0.37,11.4,8
White,7.7,0.39,0.37,4.08,0.08,42.0,59.0,0.996988,3.02,0.74,9.5,5
Red,7.2,0.52,0.37,1.58,0.036,25.0,47.0,0.997658,3.29,0.54,10.4,7
White,7.7,0.21,0.48,1.99,0.05,17.0,58.0,0.996741,3.08,0.74,12.1,6
Red,7.2,0.33,0.02,2.08,0.063,3.0,17.0,0.997522,3.31,0.56,9.8,6
White,5.6,0.31,0.09,6.06,0.052,54.0,171.0,0.992814,3.19,0.46,9.8,5
Red,7.1,0.51,0.02,2.61,0.076,17.0,19.0,0.996902,3.32,0.54,9.1,5
White,7.0,0.2,0.37,9.93,0.041,13.0,132.0,0.993661,3.05,0.52,12.8,6
White,6.6,0.24,0.4,17.56,0.046,46.0,167.0,0.993765,3.13,0.36,9.5,6
White,6.9,0.21,0.22,4.59,0.03,52.0,163.0,0.990854,2.89,0.58,9.3,6
White,7.5,0.15,0.35,7.03,0.061,42.0,150.0,0.99959,3.21,0.65,11.9,6
Red,7.6,0.32,0.31,0.99,0.073,13.0,160.0,0.997032,3.29,0.54,9.0,6
White,6.5,0.16,0.28,1.65,0.039,47.0,175.0,0.99178,3.32,0.73,11.4,7
White,7.7,0.19,0.48,1.64,0.043,55.0,195.0,0.997323,3.07,0.48,9.2,6
White,6.8,0.25,0.44,15.49,0.048,49.0,197.0,0.997898,3.3,0.42,9.2,6
White,6.1,0.24,0.26,2.61,0.029,5.0,207.0,0.990605,3.38,0.3,11.6,6
White,6.8,0.36,0.37,10.8,0.036,7.0,82.0,0.990927,3.01,0.47,11.5,6
Red,9.6,0.41,0.31,14.9,0.109,23.0,72.0,0.995302,3.1,0.5,10.6,5
White,6.1,0.19,0.29,2.48,0.042,12.0,109.0,0.998524,3.1,0.35,12.5,7
Red,8.4,0.5,0.0,5.09,0.081,15.0,112.0,1.000329,3.38,0.45,9.5,5
White,6.9,0.27,0.5,10.64,0.039,7.0,233.0,0.992439,2.99,0.55,10.3,5
Red,8.4,0.56,0.02,1.81,0.072,7.0,18.0,0.996582,3.46,0.78,9.8,5
White,6.8,0.21,0.29,7.9,0.039,47.0,128.0,0.995741,3.2,0.35,9.2,6
White,7.1,0.2,0.34,14.53,0.057,40.0,146.0,0.996935,3.39,0.63,9.1,7
White,6.1,0.24,0.23,7.13,0.063,32.0,98.0,0.989709,3.0,0.38,12.1,5
White,5.6,0.26,0.25,10.22,0.053,53.0,102.0,0.995813,3.1,0.53,10.6,6
White,6.0,0.54,0.12,1.57,0.037,50.0,161.0,0.998245,3.42,0.54,10.8,5
Red,7.7,0.68,0.08,2.21,0.092,7.0,20.0,0.995535,3.37,0.56,10.0,5
White,6.6,0.21,0.26,4.48,0.064,34.0,111.0,0.99584,3.36,0.38,9.2,6
White,6.8,0.23,0.24,7.41,0.045,52.0,82.0,0.991947,3.37,0.61,9.5,6
Red,6.1,0.24,0.25,12.58,0.044,64.0,239.0,0.991812,3.16,0.97,10.6,5
Red,7.4,0.72,-0.0,1.85,0.086,12.0,13.0,0.998033,3.33,0.46,10.5,5
White,6.0,0.21,0.31,4.57,0.05,42.0,98.0,0.990262,3.24,0.42,10.3,6
White,6.6,0.82,0.3,1.51,0.062,19.0,223.0,0.998107,3.14,0.52,9.0,5
White,6.6,0.18,0.34,1.42,0.022,35.0,165.0,0.992229,3.3,0.28,11.0,6
White,7.1,0.33,0.26,4.62,0.048,49.0,168.0,0.992537,3.07,0.72,9.2,6
Red,6.4,0.55,0.0,2.05,0.079,7.0,20.0,0.995017,3.56,0.49,11.2,5
Red,7.3,0.2,0.39,4.78,0.058,3.0,87.0,0.995611,3.03,0.46,9.2,5
White,5.1,0.44,0.37,3.69,0.037,5.0,150.0,0.989549,3.03,0.42,12.1,7
White,6.7,0.36,0.23,6.34,0.058,41.0,138.0,0.996807,3.23,0.69,10.2,7
White,6.3,0.24,0.46,8.0,0.049,39.0,158.0,0.996216,3.1,0.45,9.8,5
White,6.9,0.25,0.38,4.22,0.037,39.0,138.0,0.997642,3.24,0.47,12.7,7
White,6.2,0.26,0.39,1.64,0.03,49.0,73.0,0.990744,2.99,0.47,9.5,7
White,6.8,0.22,0.47,8.15,0.058,28.0,181.0,0.996056,3.21,0.35,9.1,6
Red,12.3,0.48,0.51,16.9,0.075,15.0,20.0,1.000143,3.14,0.44,9.5,5
White,6.6,0.31,0.45,10.42,0.052,17.0,98.0,0.997085,3.31,0.58,9.9,5
White,6.3,0.25,0.3,5.27,0.025,32.0,158.0,0.993188,3.07,0.47,10.8,7
Red,8.6,0.65,0.0,2.33,0.071,32.0,36.0,0.996319,3.38,0.61,10.6,7
White,7.1,0.26,0.34,14.13,0.038,63.0,189.0,0.991995,3.16,0.52,9.5,6
White,7.4,0.25,0.43,13.12,0.056,32.0,184.0,0.997605,3.22,0.44,9.1,7
White,7.5,0.26,0.34,12.27,0.043,49.0,122.0,0.99747,3.33,0.44,9.0,5
White,6.9,0.09,0.32,8.99,0.035,31.0,132.0,0.992191,3.25,0.48,11.1,5
White,6.5,0.25,0.28,15.96,0.046,40.0,180.0,0.997768,3.17,0.5,8.7,5
White,6.6,0.27,0.25,13.6,0.057,46.0,170.0,0.998026,3.17,0.42,9.3,5
White,6.2,0.25,0.28,8.91,0.063,36.0,90.0,0.99366,3.32,0.37,12.2,6
Red,6.9,0.68,0.08,2.39,0.091,14.0,39.0,0.997262,3.38,0.58,10.4,5
Red,7.3,0.39,0.07,1.7,0.065,5.0,38.0,0.994974,3.28,0.84,9.4,6
White,7.8,0.19,0.47,15.19,0.045,52.0,107.0,0.992784,3.01,0.5,9.4,6
White,6.4,0.37,0.41,4.78,0.037,38.0,122.0,0.997539,3.16,0.56,12.2,6
Red,7.0,0.69,0.02,1.92,0.082,3.0,25.0,0.995238,3.4,0.6,9.7,3
White,6.5,0.17,0.36,1.55,0.025,37.0,106.0,0.990906,3.18,0.33,12.1,6
White,6.6,0.26,0.18,2.11,0.051,27.0,153.0,0.993714,3.37,0.53,9.4,5
White,6.2,0.22,0.38,3.63,0.036,24.0,145.0,0.991745,3.24,0.46,8.7,7
White,6.4,0.25,0.3,9.17,0.044,38.0,110.0,0.996959,3.17,0.44,9.5,7
White,9.8,0.16,0.14,1.71,0.051,14.0,122.0,0.995768,2.95,0.49,9.0,5
White,7.2,0.25,0.24,9.2,0.043,39.0,215.0,0.999879,3.22,0.38,8.9,5
White,6.6,0.3,0.34,6.13,0.035,12.0,88.0,0.991346,3.24,0.65,12.9,6
White,8.2,0.26,0.3,8.62,0.032,68.0,107.0,0.995922,3.0,0.32,8.7,4
White,6.4,0.32,0.36,2.16,0.048,21.0,102.0,0.98944,3.19,0.4,10.0,6
Red,7.0,0.56,0.05,2.08,0.076,7.0,16.0,0.996631,3.44,0.58,10.7,6
White,7.1,0.18,0.32,1.97,0.028,12.0,148.0,0.995407,3.3,0.54,10.6,6
White,5.9,0.24,0.2,8.6,0.044,33.0,163.0,0.994931,3.26,0.41,9.1,5
White,7.1,0.3,0.3,7.81,0.054,40.0,164.0,0.993733,3.24,0.41,10.2,6
White,6.7,0.1,0.2,5.75,0.034,25.0,138.0,0.99105,3.07,0.46,11.4,5
White,5.3,0.23,0.48,1.52,0.025,20.0,99.0,0.988943,3.33,0.47,12.8,6
White,6.2,0.21,0.33,7.04,0.048,29.0,157.0,0.997519,3.18,0.53,10.2,6
White,6.6,0.28,0.26,5.06,0.039,55.0,104.0,0.991501,3.26,0.37,12.0,5
White,7.2,0.22,0.24,17.15,0.05,26.0,212.0,0.994179,2.96,0.5,9.4,5
White,6.3,0.15,0.42,19.81,0.054,15.0,143.0,0.997497,3.12,0.52,11.2,6
White,6.4,0.18,0.27,1.67,0.053,25.0,202.0,0.99197,3.15,0.39,10.4,6
White,6.4,0.16,0.21,8.76,0.048,32.0,213.0,0.996463,3.36,0.53,10.4,6
White,6.4,0.3,0.16,3.52,0.078,16.0,154.0,0.994782,3.16,0.44,8.4,5
White,7.1,0.22,0.24,13.46,0.031,38.0,119.0,0.999802,3.14,0.57,9.1,6
White,7.4,0.18,0.4,1.14,0.031,38.0,89.0,0.989356,3.3,0.61,12.2,7
White,7.1,0.48,0.33,0.89,0.051,3.0,89.0,0.993944,3.44,0.59,9.7,7
White,6.6,0.41,0.22,1.51,0.041,15.0,98.0,0.990339,3.05,0.37,11.8,7
White,6.6,0.21,0.31,1.39,0.119,52.0,241.0,0.996504,3.16,0.49,10.8,6
White,7.3,0.33,0.19,7.58,0.053,45.0,138.0,0.99339,3.52,0.62,10.1,6
Red,7.3,0.54,0.13,2.07,0.067,25.0,51.0,0.996105,3.3,0.81,9.4,7
White,10.4,0.15,0.2,2.19,0.082,16.0,64.0,0.994988,3.4,0.47,9.4,7
White,6.7,0.28,0.3,1.35,0.029,28.0,157.0,0.997297,3.08,0.49,9.4,5
White,6.0,0.29,0.2,5.92,0.092,13.0,88.0,0.993106,3.26,0.66,10.0,5
White,6.6,0.26,0.19,13.72,0.052,36.0,185.0,0.998627,3.25,0.5,8.8,6
White,7.2,0.31,0.35,1.05,0.058,33.0,138.0,0.991927,3.0,0.62,11.9,6
White,6.1,0.24,0.3,6.81,0.046,54.0,136.0,0.991667,3.17,0.39,9.0,5
White,7.6,0.24,0.53,10.13,0.053,41.0,156.0,1.000457,3.05,0.57,9.1,6
White,7.1,0.36,0.24,1.27,0.036,34.0,214.0,0.997905,3.13,0.49,10.5,6
Red,6.0,0.42,0.39,1.55,0.038,13.0,39.0,0.995399,3.48,0.58,11.4,6
White,6.6,0.3,0.56,7.27,0.049,47.0,186.0,0.998919,3.18,0.99,9.2,6
White,6.4,0.15,0.08,1.16,0.033,40.0,150.0,0.990089,3.06,0.54,11.2,5
Red,7.7,0.49,0.39,1.89,0.046,17.0,44.0,0.996313,3.33,0.78,9.8,6
White,6.9,0.18,0.31,8.52,0.03,43.0,109.0,0.990388,3.37,0.56,11.7,7
White,6.8,0.35,0.16,15.33,0.049,15.0,99.0,0.993429,3.21,0.4,9.2,4
White,6.2,0.3,0.03,1.44,0.056,20.0,112.0,0.994252,3.17,0.51,10.9,5
White,6.4,0.27,0.15,6.1,0.051,48.0,78.0,0.992799,3.19,0.51,13.1,5
White,7.4,0.15,0.22,13.88,0.051,45.0,97.0,0.997903,3.3,0.46,9.0,5
White,7.1,0.2,0.3,5.86,0.094,26.0,72.0,0.995116,3.26,0.56,10.7,6
Red,8.3,0.56,0.12,2.15,0.074,15.0,63.0,0.999041,3.3,0.62,9.8,6
White,7.4,0.18,0.29,2.33,0.032,65.0,179.0,0.992518,3.08,0.29,10.6,5
Red,7.2,0.41,0.02,1.95,0.099,10.0,36.0,0.996214,3.39,0.9,9.5,6
White,8.3,0.52,0.3,3.65,0.03,22.0,78.0,0.995299,3.09,0.5,9.4,6
Red,7.6,0.47,0.06,2.17,0.063,11.0,13.0,0.99616,3.4,0.56,10.8,6
White,6.7,0.29,0.15,2.5,0.046,24.0,124.0,0.992817,3.12,0.45,9.8,6
White,5.9,0.26,0.2,17.12,0.044,48.0,151.0,0.998528,3.3,0.41,8.9,6
White,5.6,0.35,0.44,1.29,0.051,40.0,98.0,0.994262,3.24,0.54,9.6,6
Red,7.0,0.65,0.0,3.95,0.092,17.0,13.0,0.99696,3.51,0.54,9.8,4
White,6.6,0.24,0.34,1.6,0.053,53.0,137.0,0.997638,3.44,0.47,11.4,5
White,7.7,0.45,0.34,4.62,0.036,41.0,97.0,0.991986,3.5,0.41,12.1,6
White,8.3,0.2,0.49,19.15,0.039,15.0,108.0,0.991377,2.96,0.56,11.5,6
Red,7.9,0.4,0.0,1.91,0.082,15.0,63.0,0.996496,3.19,0.61,11.4,6
White,7.9,0.26,0.36,8.87,0.052,38.0,127.0,0.996611,3.21,0.31,10.3,8
White,7.1,0.19,0.36,12.67,0.058,29.0,159.0,0.991428,3.13,0.52,10.8,6
White,6.2,0.4,0.35,6.98,0.065,20.0,91.0,0.995484,3.14,0.47,9.6,6
White,6.7,0.17,0.36,1.96,0.036,24.0,146.0,0.99177,3.11,0.5,10.0,5
Red,7.7,0.63,0.09,3.88,0.12,24.0,54.0,0.9965,3.24,0.82,9.3,5
White,6.9,0.21,0.34,8.9,0.039,49.0,148.0,0.99417,3.11,0.47,10.3,5
White,6.7,0.32,0.3,10.05,0.026,32.0,135.0,0.991529,3.25,0.37,11.4,6
White,5.8,0.36,0.13,5.93,0.071,35.0,78.0,0.991916,3.44,0.48,9.1,6
White,7.0,0.28,0.34,15.36,0.038,78.0,232.0,0.99677,3.07,0.42,9.6,3
White,7.1,0.21,0.57,1.59,0.046,65.0,135.0,0.992625,3.16,0.42,10.5,6
Red,6.8,0.69,0.12,2.61,0.065,10.0,54.0,0.996205,3.42,0.59,10.7,5
Red,8.3,0.5,0.0,1.95,0.081,39.0,12.0,0.994998,3.53,0.55,11.3,6
Red,8.6,0.52,0.49,2.07,0.103,10.0,149.0,0.997032,3.16,0.48,9.7,6
Red,9.8,0.62,0.26,1.91,0.086,17.0,39.0,0.99701,3.4,0.54,10.5,6
White,6.6,0.36,0.37,5.68,0.034,17.0,134.0,0.992745,2.8,0.52,11.1,6
White,7.4,0.21,0.42,2.49,0.029,36.0,98.0,0.990183,3.31,0.37,13.5,5
Red,7.9,0.28,0.45,4.61,0.069,6.0,55.0,0.998718,3.16,0.62,9.3,5
Red,6.9,0.5,0.24,1.61,0.082,28.0,49.0,0.996125,3.41,0.6,9.8,6
White,7.1,0.26,0.44,7.97,0.047,50.0,153.0,0.994793,3.19,0.52,10.0,5
Red,10.0,0.24,0.18,1.5,0.056,85.0,103.0,0.992493,3.26,0.49,10.6,7
White,6.8,0.32,0.24,15.36,0.054,39.0,148.0,0.997398,3.31,0.43,8.8,5
White,5.8,0.27,0.27,11.53,0.057,36.0,89.0,0.997368,2.9,0.41,11.0,5
White,6.3,0.22,0.49,1.81,0.046,58.0,173.0,0.994532,3.11,0.37,9.3,5
White,5.8,0.26,0.12,4.71,0.049,39.0,165.0,0.99855,3.2,0.42,9.0,5
White,7.2,0.24,0.46,2.83,0.035,58.0,133.0,0.99712,3.01,0.5,12.7,7
Red,7.5,0.23,0.26,15.09,0.054,36.0,167.0,0.996218,3.35,0.35,9.1,6
White,7.6,0.38,0.26,13.38,0.051,34.0,171.0,0.996927,3.36,0.46,9.0,7
White,6.4,0.37,0.29,4.79,0.069,29.0,124.0,0.991279,3.18,0.5,12.4,7
White,8.2,0.2,0.55,1.68,0.033,11.0,71.0,0.998858,3.14,0.38,11.1,6
White,7.6,0.3,0.34,4.42,0.047,57.0,96.0,0.999983,3.09,0.42,9.2,5
White,7.3,0.18,0.42,13.17,0.046,41.0,115.0,0.992943,3.13,0.76,10.3,5
Red,7.2,0.72,0.0,2.61,0.054,13.0,21.0,0.996819,3.35,0.62,9.8,6
White,6.7,0.36,0.24,10.11,0.052,35.0,200.0,0.993692,3.12,0.62,9.6,6
White,6.9,0.31,0.4,10.28,0.053,54.0,228.0,0.991336,3.33,0.49,8.9,5
White,6.8,0.2,0.34,7.13,0.04,29.0,220.0,0.99587,3.31,0.55,11.3,6
White,5.4,0.22,0.32,9.9,0.046,27.0,143.0,0.995667,3.38,0.43,10.8,7
White,7.2,0.34,0.32,5.41,0.034,21.0,126.0,0.993069,3.11,0.55,10.7,5
Red,6.1,0.7,0.08,1.73,0.081,15.0,32.0,0.997472,3.61,0.59,9.8,5
White,6.6,0.37,0.37,1.08,0.05,22.0,120.0,0.99575,3.33,0.36,11.6,6
White,7.8,0.2,0.53,12.39,0.035,34.0,190.0,1.000197,2.94,0.59,9.5,6
White,6.0,0.2,0.19,8.03,0.036,25.0,160.0,0.98955,3.18,0.53,12.7,6
Red,7.2,0.54,0.19,2.16,0.041,8.0,58.0,0.997054,3.3,0.58,9.7,5
White,6.6,0.31,0.3,7.49,0.047,27.0,193.0,0.994384,3.14,0.53,9.6,6
Red,6.3,0.51,0.0,2.29,0.099,24.0,17.0,0.997895,3.5,0.59,11.3,5
White,7.2,0.33,0.3,7.27,0.039,19.0,161.0,0.992475,3.03,0.87,11.7,5
White,6.9,0.23,0.47,12.97,0.032,62.0,186.0,0.997162,3.14,0.5,9.7,5
White,6.7,0.23,0.35,4.51,0.133,35.0,157.0,0.989537,3.42,0.3,12.6,6
White,7.6,0.19,0.34,14.19,0.046,40.0,140.0,0.994846,3.26,0.45,10.3,6
White,7.2,0.3,0.21,5.61,0.045,23.0,113.0,0.992754,2.99,0.34,9.4,7
White,6.5,0.14,0.09,1.51,0.04,56.0,139.0,0.994654,3.18,0.96,12.4,5
White,9.1,0.54,0.28,2.13,0.069,5.0,168.0,0.994822,3.21,0.38,8.5,6
White,10.5,0.18,0.25,9.53,0.046,18.0,148.0,0.997932,3.18,0.49,10.3,6
Red,7.0,0.18,0.2,2.49,0.072,30.0,88.0,0.991756,2.96,0.56,10.4,5
White,5.6,0.27,0.31,1.62,0.036,52.0,99.0,0.99168,3.5,0.36,10.6,6
White,10.1,0.52,0.29,2.15,0.076,10.0,48.0,0.999503,3.2,0.46,10.0,5
White,7.3,0.61,0.13,2.02,0.039,30.0,61.0,0.996255,3.43,0.65,9.9,5
White,6.5,0.31,0.39,4.83,0.04,39.0,189.0,0.991379,3.25,0.64,12.7,9
Red,7.4,0.61,0.04,2.18,0.095,18.0,27.0,0.995133,3.26,0.58,10.9,6
White,5.8,0.19,0.3,2.19,0.05,42.0,146.0,0.998863,3.18,0.5,9.5,5
Red,7.2,0.5,0.21,2.34,0.058,20.0,17.0,0.997399,3.16,0.68,11.2,6
White,6.7,0.26,0.26,9.69,0.037,37.0,103.0,0.993307,3.1,0.34,11.7,4
White,6.4,0.24,0.3,4.08,0.058,48.0,203.0,0.993646,3.01,0.4,10.6,6
White,6.5,0.33,0.3,1.13,0.044,21.0,114.0,0.998573,3.1,0.44,10.9,7
White,7.3,0.69,0.51,1.87,0.037,57.0,185.0,0.993672,3.09,0.41,9.2,5
White,7.0,0.32,0.27,10.5,0.046,19.0,273.0,0.992738,3.07,0.47,10.8,5
White,8.2,0.26,0.41,1.39,0.045,50.0,136.0,0.993431,3.09,0.44,9.1,5
White,6.5,0.36,0.36,4.49,0.034,27.0,114.0,0.990251,3.32,0.6,11.4,7
White,6.9,0.26,0.37,6.54,0.036,31.0,224.0,0.995096,3.03,0.43,11.8,5
Red,7.0,0.39,0.49,6.36,0.056,17.0,115.0,0.989603,3.32,0.5,10.0,5
White,7.8,0.31,0.26,9.97,0.063,21.0,166.0,0.996697,3.07,0.35,9.8,7
White,8.1,0.33,0.24,9.44,0.06,10.0,143.0,0.996783,3.23,0.52,9.4,7
Red,7.2,0.28,0.41,2.36,0.084,20.0,121.0,0.992079,3.19,0.44,11.0,7
White,7.2,0.21,0.29,12.84,0.039,61.0,136.0,0.999981,3.36,0.58,10.6,6
White,9.4,0.24,0.32,2.48,0.08,33.0,78.0,0.99728,3.48,0.77,9.5,5
Red,5.7,0.46,0.32,1.31,0.053,35.0,61.0,0.995607,3.13,0.51,9.4,5
White,7.6,0.34,0.32,3.46,0.035,14.0,161.0,1.000385,3.09,0.47,9.4,5
White,6.8,0.37,0.25,1.25,0.029,23.0,223.0,0.991563,3.15,0.35,10.4,5
White,7.3,0.45,0.33,14.54,0.04,36.0,136.0,0.997739,2.94,0.51,9.4,6
White,9.0,0.51,0.41,2.18,0.075,10.0,44.0,0.989506,3.34,0.56,10.7,6
White,7.6,0.23,0.26,4.41,0.095,27.0,169.0,0.997155,3.06,0.46,9.1,5
Red,7.4,0.2,0.39,15.46,0.056,48.0,211.0,0.999742,3.42,0.48,8.9,7
White,6.6,0.33,0.32,6.99,0.056,65.0,150.0,0.995683,3.11,0.58,9.2,5
White,8.6,0.28,0.37,7.93,0.041,17.0,201.0,0.995497,3.16,0.38,9.8,4
White,8.5,0.2,0.19,3.46,0.039,33.0,172.0,0.993708,3.14,0.5,9.9,5
White,7.6,0.2,0.37,1.21,0.06,15.0,162.0,0.991413,2.86,0.43,9.1,6
White,7.1,0.44,0.28,10.77,0.05,6.0,149.0,0.991398,3.05,0.47,9.3,5
White,7.2,0.21,0.31,6.75,0.033,36.0,250.0,0.991723,3.05,0.56,11.3,7
Red,8.8,0.47,0.33,1.77,0.081,19.0,51.0,0.996609,3.17,0.47,9.5,5
White,6.8,0.2,0.27,9.18,0.044,35.0,90.0,0.99189,2.97,0.32,10.9,7
Red,10.0,0.32,0.36,2.6,0.08,15.0,15.0,0.99822,3.38,0.87,10.7,5
White,6.8,0.25,0.29,13.84,0.053,40.0,173.0,0.999757,3.17,0.42,9.2,6
Red,10.3,0.14,0.34,4.46,0.049,21.0,190.0,0.995217,3.1,0.54,10.8,6
Red,5.2,0.13,0.13,1.59,0.05,18.0,44.0,0.990041,3.46,0.46,9.2,5
White,7.1,0.19,0.39,10.29,0.025,66.0,86.0,0.996823,3.19,0.77,10.3,5
White,7.4,0.16,0.36,14.63,0.049,26.0,181.0,0.998832,2.9,0.43,9.0,7
White,7.4,0.22,0.28,13.63,0.056,30.0,148.0,0.998287,2.88,0.44,9.5,7
White,8.3,0.37,0.19,8.71,0.033,21.0,169.0,0.996237,3.35,0.65,9.8,5
White,6.2,0.36,0.27,3.31,0.054,23.0,141.0,0.988779,3.3,0.39,10.5,5
White,6.7,0.13,0.3,1.42,0.104,27.0,169.0,0.998091,2.96,0.36,9.0,7
Red,6.0,0.24,0.14,1.9,0.067,41.0,50.0,0.993467,3.38,0.78,11.9,6
White,7.3,0.28,0.49,6.46,0.053,52.0,186.0,0.99587,3.37,0.47,9.1,6
White,7.1,0.29,0.19,14.5,0.045,40.0,189.0,1.00003,3.16,0.53,9.1,5
White,7.0,0.18,0.4,14.73,0.054,50.0,163.0,0.998624,2.89,0.75,9.0,6
White,6.9,0.43,0.42,8.53,0.096,13.0,159.0,0.992394,3.32,0.46,11.0,5
Red,9.8,0.6,0.11,2.27,0.082,6.0,28.0,0.998059,3.28,0.59,10.4,5
White,6.2,0.35,0.36,9.73,0.03,24.0,185.0,0.99075,3.34,0.42,11.1,7
White,7.0,0.34,0.44,1.25,0.044,45.0,74.0,0.989394,3.26,0.41,12.2,7
White,6.2,0.2,0.29,1.12,0.036,23.0,83.0,0.991334,3.26,0.44,10.8,6
White,7.0,0.26,0.46,7.19,0.036,40.0,147.0,0.997674,3.09,0.32,10.0,7
Red,7.1,0.38,0.28,1.69,0.066,29.0,73.0,0.998328,3.14,0.52,10.6,5
White,6.2,0.22,0.29,7.09,0.048,56.0,122.0,0.992907,3.6,0.52,10.2,6
Red,7.6,0.16,0.41,1.98,0.036,48.0,75.0,0.993613,3.07,0.66,9.2,6
Red,8.4,0.26,0.53,1.71,0.07,5.0,60.0,0.996515,3.22,0.52,9.3,6
White,6.1,0.3,0.24,17.3,0.058,17.0,106.0,0.993296,3.15,0.43,9.4,5
White,6.2,0.16,0.27,11.04,0.042,26.0,123.0,0.999006,3.12,0.34,9.2,6
White,6.2,0.37,0.34,2.02,0.043,49.0,137.0,0.99335,3.17,0.34,12.2,7
White,7.0,0.21,0.26,9.81,0.046,50.0,173.0,0.995257,3.22,0.52,10.2,6
White,6.3,0.21,0.38,3.47,0.015,47.0,102.0,0.990501,3.24,0.37,12.0,6
White,6.1,0.43,0.23,8.18,0.056,64.0,117.0,0.995959,3.16,0.41,8.7,6
Red,7.5,0.65,0.04,1.72,0.082,10.0,42.0,0.996717,3.51,0.62,9.7,6
White,9.2,0.36,0.61,2.38,0.047,13.0,153.0,0.990585,3.08,0.46,9.3,5
White,8.1,0.24,0.3,16.27,0.038,16.0,167.0,0.996786,3.11,0.5,10.1,6
White,6.8,0.26,0.49,0.6,0.052,37.0,98.0,0.993157,3.43,0.55,9.7,6
White,7.0,0.18,0.19,1.08,0.044,45.0,206.0,0.990638,3.3,0.37,11.0,6
White,5.5,0.21,0.28,2.65,0.044,13.0,135.0,0.991696,3.22,0.4,9.5,5
White,6.6,0.27,0.25,5.89,0.037,20.0,113.0,0.99463,3.04,0.42,8.8,6
White,6.2,0.43,0.24,1.59,0.042,24.0,132.0,0.999506,3.34,0.5,12.3,5
Red,9.5,0.68,0.04,1.93,0.061,15.0,56.0,0.996368,3.46,0.54,10.1,5
White,7.3,0.44,0.29,3.42,0.045,41.0,174.0,0.994892,3.08,0.53,9.4,6
White,7.2,0.25,0.29,17.62,0.037,67.0,99.0,0.995773,3.04,0.34,11.2,6
White,5.7,0.25,0.31,5.25,0.036,29.0,107.0,0.992119,3.17,0.35,11.8,7
White,7.5,0.23,0.34,11.52,0.048,62.0,193.0,0.996415,3.07,0.6,9.4,6
White,7.0,0.3,0.39,3.25,0.046,67.0,129.0,0.991719,3.14,0.55,11.5,7
White,7.1,0.21,0.29,13.17,0.05,41.0,206.0,0.999778,3.0,0.49,9.8,6
White,6.0,0.26,0.78,1.16,0.03,35.0,83.0,0.998141,3.21,0.38,10.2,4
White,6.5,0.24,0.24,16.34,0.038,37.0,91.0,0.995486,3.24,0.42,8.8,5
White,8.0,0.52,0.27,11.87,0.214,55.0,172.0,1.000036,3.09,0.47,9.4,5
White,5.9,0.39,0.24,9.87,0.036,27.0,235.0,0.99602,3.07,0.62,11.3,7
White,7.5,0.64,0.34,14.45,0.045,35.0,222.0,0.999546,2.93,0.49,9.2,5
Red,6.4,0.57,0.02,1.98,0.415,5.0,98.0,0.997266,3.19,0.68,9.9,6
White,8.3,0.52,0.26,2.12,0.05,35.0,173.0,0.996291,3.24,0.44,9.9,5
White,5.6,0.36,0.3,3.06,0.04,24.0,109.0,0.992555,3.36,0.4,10.9,5
Red,8.9,0.2,0.46,2.67,0.051,10.0,98.0,0.994084,3.21,0.59,9.8,5
White,9.2,0.24,0.39,3.6,0.031,30.0,84.0,0.989217,2.94,0.35,11.5,7
